LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (бу)
0.922742093,0.70152909,1.133973848,0.862574259
0.811680171,0.584969761,0.924379215,0.883793655
0.631988314,0.493376212,0.742538936,0.855814262
0.587581547,0.415962387,0.58678082,0.830561492
0.686773412,0.504220371,0.746131429,0.856492964
0.6932545,0.513100457,0.767169522,0.831313502
0.867566015,0.626051422,1.004341132,0.839210333
0.982188017,0.693844832,1.121750798,0.860056555
0.904940195,0.636701079,1.023956745,0.868198392
0.759796018,0.550007273,0.850746794,0.865965828
0.803836557,0.58356763,0.921526892,0.854579846
0.495197808,0.361175794,0.477820537,0.869460319
0.447446797,0.361837369,0.479127272,0.905274077
0.145877576,0.195292463,0.160656446,0.891328964
0.027942741,0.12504555,0.034917976,0.875384641
-0.016383392,0.128869863,0.041597854,0.863003748
-0.033613821,0.115897657,0.019022217,0.881255723
-0.152521795,0.0233181,-0.134704692,0.871273913
-0.12702058,0.050573749,-0.090874337,0.860557086
-0.040367565,0.123241708,0.031774264,0.842967793
0.167580561,0.255521221,0.273004738,0.835273569
0.25663309,0.309375254,0.376356687,0.77450723
0.54521088,0.459584361,0.674374352,0.766611531
0.443741577,0.400234828,0.555360666,0.776142653
0.469258075,0.427816725,0.610525556,0.759680807
0.36275703,0.362232726,0.479908293,0.761059573
0.214853112,0.256648508,0.275142237,0.733012213
0.34051708,0.306216261,0.370229058,0.755556324
0.189638428,0.233372865,0.231255558,0.779857714
0.106249774,0.16386299,0.103629362,0.773219735
0.131281625,0.206722166,0.181680984,0.765941244
0.093693109,0.163451066,0.102889933,0.7884716
0.01072,0.096112701,-0.014946908,0.793106162
-0.157541254,-0.0018095,-0.174410943,0.855536405
-0.102607828,0.036260689,-0.114048498,0.867507877
0.131499055,0.189138111,0.149397321,0.899937348
0.108988794,0.15804998,0.093214447,0.930084574
-0.211518654,-0.044958044,-0.239948259,0.990202797
-0.017023212,0.130173836,0.043880095,1.000823175
0.319120598,0.390146204,0.535261248,0.991383162
0.469784258,0.451638423,0.658378343,0.96540832
0.450730378,0.419922987,0.594708456,0.947834886
0.348913787,0.359681746,0.474870428,0.930563906
0.02922782,0.067058431,-0.06376659,0.971420515
-0.031973953,0.052498331,-0.087732297,1.08383554
-0.021810709,0.050750547,-0.090585953,1.079501005
0.279765451,0.237244725,0.238519194,1.072726282
0.608190067,0.471066037,0.697512889,1.053536682
0.196280035,0.214653125,0.196354817,1.068228464
0.110877502,0.140601191,0.062213456,1.108589721
0.163644127,0.185478909,0.142723843,1.169994468
0.454865677,0.369063177,0.493415492,1.152930303
0.655694488,0.509017302,0.757541525,1.119433906
0.622242865,0.475493257,0.706441708,1.075093487
0.486989278,0.423499578,0.601872357,1.056295184
0.524740656,0.484684499,0.724988926,1.013168952
0.416426099,0.435434258,0.625809084,0.960567915
0.199831676,0.271119415,0.30268448,0.927906222
0.13185075,0.23153566,0.227814244,0.903559197
0.008930397,0.160461609,0.097530071,0.81502028
-0.110709564,0.050942665,-0.090272523,0.807106457
-0.17679475,-0.015108976,-0.194981747,0.860321628
-0.076773294,0.125201469,0.035189921,0.823443211
-0.148350304,0.0773032,-0.046701189,0.84641147
0.06605819,0.212535403,0.192429915,0.783947242
0.802848698,0.680072948,1.099304794,0.737728498
0.808134718,0.720831651,1.163743507,0.72280239
0.124254476,0.222966049,0.211808049,0.654052318
-0.209396435,0.006436359,-0.161485856,0.611879571
0.110391261,0.237760594,0.239488103,0.610362929
-0.244045987,-0.010298882,-0.187580684,0.565130519
-0.457031059,-0.191154011,-0.438433605,0.606378426
-0.308649854,-0.073830069,-0.281923809,0.537567993
-0.316472606,-0.107508557,-0.329091388,0.564307467
-0.164409386,0.013548349,-0.150231173,0.664243046
-0.107332317,0.063064583,-0.070374408,0.725462177
-0.272798389,-0.054789982,-0.254406462,0.682817542
-0.601598586,-0.350325249,-0.617730666,0.738969387
-0.70533063,-0.451983704,-0.714806315,0.707770124
-0.646684599,-0.360404,-0.627959679,0.656345244
-0.505489162,-0.229727701,-0.485333017,0.666043857
-0.728836391,-0.484531499,-0.743182576,0.666044989
-0.684942517,-0.435610003,-0.700055053,0.715214163
-0.726791924,-0.501186285,-0.757231269,0.644752286
-0.647099606,-0.417606307,-0.683455433,0.661279833
-0.408492977,-0.171764866,-0.414038223,0.640800634
-0.343438827,-0.121163332,-0.347685085,0.650493097
-0.212492964,-0.018089015,-0.199545093,0.64783428
-0.018406552,0.108920025,0.006977356,0.641272683
0.059992647,0.152727875,0.083716791,0.666742787
-0.161882451,0.035256411,-0.115661582,0.660787879
-0.302790864,-0.116149545,-0.340892638,0.649211913
-0.559312045,-0.359166298,-0.626710987,0.63169269
-0.912496901,-0.919463829,-1.019754326,0.508496107
-0.97402898,-1.472963788,-1.062719344,0.341882813
-0.97402898,-1.487654303,-1.062719344,0.325238588
-0.97402898,-1.215852278,-1.062719344,0.294911087
-0.966253091,-0.875919701,-1.001562224,0.425158146
-0.892473527,-0.8448314,-0.986174903,0.407479848
-0.92983025,-0.942583157,-1.027819629,0.400581004
-0.973428647,-1.119962293,-1.062719344,0.414655578
-0.97402898,-1.325421635,-1.062719344,0.413305456
-0.97402898,-1.217581452,-1.062719344,0.836731791
-0.97402898,-1.298926117,-1.062719344,0.490558076
-0.97402898,-1.116579409,-1.062719344,0.366271265
-0.97402898,-1.330849473,-1.062719344,0.679454455
-0.97402898,-1.437064967,-1.062719344,1.238612003
-0.97402898,-1.325243617,-1.062719344,0.858939788
-0.97402898,-1.154959619,-1.062719344,0.668662378
-0.945729124,-0.950421007,-1.030303018,0.740829587
-0.965846575,-1.098422008,-1.062719344,0.799661447
-0.967236479,-1.102255626,-1.062719344,0.786265575
-0.97402898,-1.276796343,-1.062719344,1.083811104
-0.97402898,-1.212856126,-1.062719344,0.871848723
-0.939445324,-0.915160924,-1.018131228,0.839563439
-0.906278616,-0.867637529,-0.997658225,0.826955664
-0.892767008,-0.810802436,-0.970774231,0.919874589
-0.940940233,-0.965785948,-1.034802702,0.821413253
-0.972347491,-1.109870492,-1.062719344,0.745592478
-0.969129938,-1.09716666,-1.062719344,0.869083909
-0.891078221,-0.936980364,-1.025966543,0.846971391
-0.854695205,-0.760457702,-0.941161866,0.900439012
-0.778301129,-0.633056256,-0.858224343,0.918431254
-0.861373167,-0.747340244,-0.933179715,0.916749225
-0.781421473,-0.641553128,-0.864162253,0.936996203
-0.685191615,-0.497024035,-0.753749556,0.926424534
-0.844231201,-0.760202604,-0.941007734,0.97249278
-0.909323383,-0.863388356,-0.995600218,0.924204916
-0.803808908,-0.680601382,-0.8906606,0.937669565
-0.639402469,-0.472650835,-0.732967925,0.946730902
-0.545292578,-0.362213289,-0.629781293,0.891465708
-0.812746881,-0.704618829,-0.906345896,0.869608876
-0.735060343,-0.540190282,-0.788938376,0.864664578
-0.709344486,-0.484315438,-0.74299826,0.820451354
-0.820446549,-0.70330419,-0.905498879,0.841063089
-0.840286399,-0.752310001,-0.936217532,0.930358224
-0.730602461,-0.546771196,-0.794128591,0.923811353
-0.635465965,-0.386164806,-0.653482165,0.931980862
-0.564766786,-0.322795325,-0.589837369,0.886647634
-0.277727088,-0.09581967,-0.312934244,0.869590751
-0.016576913,0.07213168,-0.055336364,0.894393805
0.021518471,0.132075268,0.047212197,0.906120432
-0.112721192,0.029664115,-0.124612534,0.827831633
0.017081263,0.181309737,0.135139548,0.777499086
0.061971271,0.21713284,0.200956761,0.693724193
0.187644428,0.31196073,0.3813774,0.680132186
0.06039816,0.222189408,0.21036122,0.688291015
-0.115885697,0.086473336,-0.031287395,0.695608829
-0.085226819,0.143017585,0.066482809,0.731280341
-0.088617099,0.098882239,-0.010226312,0.776670856
-0.179004588,-0.006293232,-0.181383837,0.798624137
-0.184265948,0.006949392,-0.160677315,0.831316738
-0.135732977,0.058226006,-0.078345534,0.831110895
-0.025570404,0.143936528,0.068108457,0.828909239
0.06828106,0.205475046,0.179379843,0.830535114
0.172664527,0.266083047,0.29307738,0.812629773
0.033106591,0.183522326,0.139161984,0.811348589
0.001535988,0.162713461,0.101566419,0.814344653
-0.075419864,0.088073258,-0.028584942,0.808008966
-0.100106959,0.095407778,-0.016146609,0.803103992
-0.136660079,0.082020016,-0.038788998,0.768120729
-0.153921262,0.111213636,0.010928911,0.737829316
-0.314286396,-0.015111359,-0.194985403,0.731815988
-0.242830853,0.007639791,-0.159588432,0.784761717
-0.358224596,-0.105906024,-0.326889474,0.842298638
-0.498313028,-0.214914886,-0.467576995,0.807786292
-0.499534866,-0.22172162,-0.47577519,0.789703912
-0.55964105,-0.280029087,-0.543312942,0.778353856
-0.53445801,-0.255905992,-0.515950519,0.794832693
-0.535326559,-0.231770073,-0.487756613,0.784100978
-0.584208998,-0.27459861,-0.53722398,0.811993469
-0.649623212,-0.363639137,-0.63121373,0.882125381
-0.725761615,-0.488334251,-0.746417891,0.898113235
-0.743711655,-0.514283317,-0.76806174,0.890600257
-0.782410539,-0.582796857,-0.821761192,0.89181137
-0.800881968,-0.598326171,-0.833279206,0.905355638
-0.774479294,-0.503828387,-0.759431372,0.907165996
-0.775466895,-0.528299632,-0.779445414,0.892047961
-0.732686425,-0.432865317,-0.697550358,0.88350091
-0.730167343,-0.417447325,-0.683307048,0.848552764
-0.696808121,-0.35860413,-0.626143139,0.799590405
-0.70607729,-0.422709514,-0.688201615,0.762920744
-0.756755193,-0.50394334,-0.759526919,0.767149282
-0.777730363,-0.501011189,-0.757085191,0.692259659
-0.800795486,-0.528147572,-0.779323047,0.643375786
-0.811379996,-0.547478162,-0.794683488,0.573369938
-0.749040336,-0.473090675,-0.733348993,0.49187729
-0.688085058,-0.40369303,-0.670348457,0.433858934
-0.721452578,-0.468415052,-0.729286602,0.419105657
-0.794737678,-0.535912853,-0.785540633,0.412667049
-0.910677071,-0.763391101,-0.942931156,0.429193625
-0.961675046,-0.940114563,-1.027011158,0.454970229
-0.890996808,-0.723791232,-0.918551564,0.436835902
-0.79163461,-0.587372733,-0.825179133,0.445292654
-0.823082375,-0.625649111,-0.852995974,0.426489173
-0.830585721,-0.670428898,-0.8838793,0.417805378
-0.830176715,-0.672543555,-0.88529591,0.389017822
-0.893216261,-0.77345215,-0.94895684,0.383599532
-0.966542467,-1.014727247,-1.04588112,0.372746932
-0.97402898,-1.049770531,-1.050770403,0.448117991
-0.97402898,-0.962541563,-1.033893232,0.541161037
-0.97402898,-0.989492353,-1.040787484,0.477477281
-0.97402898,-1.139113021,-1.062719344,0.491322709
-0.97402898,-0.938948692,-1.026624951,0.63389645
-0.846309258,-0.710419357,-0.910067545,0.543862252
-0.791265628,-0.596963984,-0.83227808,0.565279076
-0.867168903,-0.7203347,-0.916371111,0.603120526
-0.821649366,-0.640374662,-0.86334247,0.606016743
-0.863661669,-0.663337334,-0.879101846,0.607044506
-0.809278675,-0.601703608,-0.835753876,0.535786117
-0.591756963,-0.334730458,-0.60237027,0.549868135
-0.531033883,-0.257134161,-0.517363252,0.62313512
-0.533009178,-0.285463081,-0.549364849,0.652464634
-0.620149653,-0.404077833,-0.670714275,0.665328096
-0.944105424,-1.087142435,-1.062719344,0.748142061
-0.97402898,-1.325108209,-1.062719344,0.509655274
-0.878148824,-0.64213856,-0.864569051,0.614877739
-0.639988588,-0.385267424,-0.6526079,0.641038196
-0.733208646,-0.531326197,-0.781875864,0.635376033
-0.836643142,-0.683612967,-0.892652238,0.665272913
-0.85458138,-0.712242717,-0.9112322,0.641514453
-0.683724805,-0.44515677,-0.708695332,0.706536679
-0.526811199,-0.286790771,-0.550837286,0.788097132
-0.476391113,-0.225946396,-0.48083022,0.803819752
-0.415223234,-0.147425936,-0.382615936,0.839427666
-0.167503289,0.127851854,0.039817739,0.890183553
-0.244494536,0.013348401,-0.150548954,0.88736032
-0.06397004,0.184230881,0.140451349,0.939180866
-0.243135715,0.008075091,-0.158901403,0.984252096
-0.257062686,-0.002733549,-0.175851145,0.95573819
-0.373825565,-0.097367506,-0.315086647,0.928633634
-0.324232914,-0.04664421,-0.24244004,0.931186454
-0.277454339,0.01054936,-0.154989219,0.907316657
-0.291699158,-0.001077909,-0.173269534,0.903656779
-0.420878951,-0.102863913,-0.322698039,0.897341159
-0.42869589,-0.088475845,-0.302667911,0.883364166
-0.373759089,-0.108850998,-0.33093272,0.829131913
-0.460425792,-0.161858941,-0.401357874,0.807830795
-0.685605145,-0.411318166,-0.677562139,0.827643914
-0.719615766,-0.508198641,-0.763053561,0.811415423
-0.714477372,-0.507126958,-0.76216727,0.852483055
-0.701589359,-0.484751192,-0.743369936,0.878178098
-0.747135946,-0.537326899,-0.786665994,0.836215402
-0.732824299,-0.524208079,-0.776144211,0.820346328
-0.67586061,-0.497465918,-0.754120108,0.804633256
-0.643463346,-0.435814603,-0.700241393,0.789032654
-0.587392325,-0.415252666,-0.681255429,0.780918327
-0.81339153,-0.754058466,-0.937282317,0.809144829
-0.694795274,-0.527818146,-0.779057863,0.777509767
-0.876684165,-0.934125095,-1.02499721,0.843283841
-0.881926574,-0.813104559,-0.97209182,0.876831212
-0.873473266,-0.761755206,-0.94194516,0.852294365
-0.821938241,-0.717021151,-0.914272647,0.857724306
-0.894754739,-0.835951654,-0.981412852,0.925500826
-0.762267293,-0.606979415,-0.839598109,0.884679172
-0.715327403,-0.555849414,-0.801215022,0.890826168
-0.651851825,-0.430490001,-0.695375249,0.945985366
-0.627481945,-0.375564284,-0.643086871,0.929319942
-0.629881834,-0.374357221,-0.641893731,0.920974365
-0.672157452,-0.451183799,-0.714093197,0.947273993
-0.682863077,-0.452803807,-0.715536645,0.930710197
-0.635571492,-0.424534803,-0.689891296,0.909879024
-0.654742432,-0.45176333,-0.714609928,0.94655176
-0.865725897,-0.567132732,-0.809905998,1.021882524
-0.97402898,-0.210859986,-0.4626615,1.087007671
-0.97402898,0.05147045,-0.089411156,-1.297370677
-0.97402898,0.364707221,0.484798619,1.050540618
-0.895664226,0.343168013,0.442350607,1.059989046
0.514008192,0.542662086,0.834601009,1.013344049
0.85365142,0.703616172,1.137256836,0.980550791
0.926039457,0.782263954,1.249934915,1.002010985
1.099797223,0.985332349,1.452900708,1.037866009
1.168067681,1.009118415,1.469406963,1.01667736
1.335353359,1.007381071,1.468248237,1.00080505
1.283628974,1.062252092,1.501380956,1.052388034
1.172739008,0.96722675,1.439392714,1.049078188
1.176621061,0.933971421,1.412390754,1.051015742
1.289591568,1.030845996,1.483285191,1.044059611
1.494831615,1.172082419,1.547453456,1.041959745
1.520925677,1.195809023,1.554082449,1.038547947
1.547500542,1.218248109,1.559316386,1.035643154
1.555593933,1.236691417,1.562877954,1.004302778
1.639201518,1.301024665,1.570205659,0.974250059
1.713278554,1.338923048,1.572484318,0.967533593
1.784808871,1.414745916,1.572484318,0.956215417
1.718251977,1.30171234,1.570241985,0.944546239
1.705241418,1.303778088,1.570345836,0.942099577
1.628191056,1.265984558,1.567185932,0.943930002
1.545154096,1.211736984,1.557900167,0.925980157
1.528489697,1.136977857,1.535531488,0.92030521
1.493126302,1.142092071,1.537427965,0.938460737
1.613903857,1.245868134,1.56440439,0.963834391
1.478910736,1.115354902,1.526900362,0.93759739
1.377127898,1.054934367,1.497368491,0.906665465
1.34943616,1.056750011,1.498375491,0.940695405
1.346716361,0.955446627,1.430156294,0.943204531
1.396273945,0.995501088,1.460127596,0.930061271
1.398171842,0.967966852,1.439961138,0.926971833
1.45008056,1.024391836,1.479280422,0.954628866
1.395861587,1.035155653,1.485904457,0.957579295
1.271590897,0.878769499,1.361018556,0.930861991
1.212736414,0.848460506,1.329155218,0.937851944
1.045468925,0.871058915,1.353165116,0.983235014
1.080905267,0.852203909,1.333235926,0.962160777
1.205492491,0.892850724,1.374924354,0.939202066
1.298688007,1.011488511,1.470975911,0.943591621
1.336449417,1.009618171,1.469738922,0.928594472
1.43875675,1.060855181,1.50062446,0.904355547
1.226899849,0.939542497,1.417115872,0.902412653
1.233443195,0.995555784,1.460165777,0.911368965
1.063515163,0.914721286,1.395425191,0.88465069
1.149964624,0.959092667,1.433053155,0.862183932
1.282741813,0.97661272,1.446498446,0.848229272
1.306796776,0.998975549,1.46253834,0.848062752
1.265991531,0.974261461,1.444739349,0.861641974
1.381691214,1.06086721,1.500630993,0.882714107
1.363292437,1.110795367,1.524952491,0.894967643
1.498568339,1.095888252,1.518268853,0.929534039
1.417133555,0.996307914,1.460690057,0.928680402
1.183508319,0.910544625,1.391611843,0.894110769
1.110047289,0.806816222,1.280907941,0.898507769
1.235085314,0.987959585,1.454792454,0.918698431
0.967340131,0.81741822,1.293694919,0.875311496
0.63517429,0.536690207,0.821297143,0.893551819
0.443127822,0.441418619,0.637828558,0.883609172
0.371271218,0.414356223,0.583567557,0.84237502
0.325313656,0.357295083,0.470160441,0.867835576
0.470256623,0.438562612,0.632090986,0.893317494
0.556005506,0.499555529,0.734932304,0.88486592
0.747171002,0.650332478,1.048414837,0.848073271
0.66349366,0.629185676,1.010160782,0.808120303
0.613847003,0.566921128,0.88702561,0.758708227
0.706926444,0.599062333,0.95259044,0.777634859
0.531592004,0.484395812,0.724406185,0.80079731
0.088018546,0.203994162,0.17664961,0.815065915
-0.1171599,0.07247529,-0.054763917,0.820924374
-0.330832797,-0.098966521,-0.317306072,0.823067772
-0.414824753,-0.15905241,-0.397738342,0.840191328
-0.464633709,-0.252753694,-0.512314825,0.854599913
-0.160642752,0.060359954,-0.074834697,0.909195953
0.290689935,0.395714783,0.546349798,0.915157334
0.278960518,0.466505594,0.688319196,0.886577563
-0.121137119,0.069788024,-0.059235877,0.863870169
-0.430955655,-0.204294051,-0.454651648,0.872641998
-0.46018089,-0.205041756,-0.455566932,0.880625892
-0.641680681,-0.375661875,-0.643183251,0.861102119
-0.465877111,-0.213501521,-0.465866354,0.842142799
-0.292113344,-0.112336013,-0.335699243,0.865597834
-0.247536309,-0.042222096,-0.235894295,0.885078075
-0.172021131,0.003060283,-0.166793722,0.856933134
-0.159488281,-0.004425615,-0.1784841,0.867749646
-0.034779825,0.128474166,0.04090576,0.901146357
-0.148729752,0.053629704,-0.085882399,0.958776652
-0.166531651,0.041446281,-0.105692175,0.955898237
-0.063304154,0.087968291,-0.028762362,1.023725732
-0.170408172,-0.001339929,-0.17367845,1.069073686
-0.417505736,-0.160297261,-0.399345278,1.049992348
-0.578188296,-0.349033305,-0.6164094,1.110422411
-0.437608419,-0.140022082,-0.372877463,1.069605126
-0.434330933,-0.136715568,-0.368500835,1.105164169
-0.514969082,-0.26426147,-0.525519929,1.124609455
-0.686379441,-0.433870616,-0.69846883,1.055381024
-0.572490856,-0.269977797,-0.532010552,0.942744296
-0.588819873,-0.31048458,-0.576703929,1.040446339
-0.749232052,-0.538127711,-0.787302384,1.144406716
-0.88243036,-0.76322043,-0.942828371,1.157189426
-0.971039141,-1.085551534,-1.062719344,1.36671356
-0.97402898,-1.146138428,-1.062719344,1.312070914
-0.97402898,-1.27728112,-1.062719344,1.182050898
-0.97402898,-1.220028145,-1.062719344,0.914427656
-0.97402898,-1.246336311,-1.062719344,0.933674543
-0.97402898,-1.178844014,-1.062719344,1.087315143
-0.97402898,-1.282286339,-1.062719344,1.150930122
-0.97402898,-1.402711117,-1.062719344,1.26245526
-0.97402898,-1.330787372,-1.062719344,1.444989736
-0.97402898,-1.409683472,-1.062719344,1.259322453
-0.97402898,-1.347163485,-1.062719344,1.05130525
-0.97402898,-1.399006948,-1.062719344,1.129101933
-0.97402898,-1.370603331,-1.062719344,1.649830276
-0.97402898,-1.424100534,-1.062719344,1.473349584
-0.97402898,-1.490941753,-1.062719344,1.135987022
-0.97402898,-1.366399889,-1.062719344,1.165512671
-0.97402898,-1.517341835,-1.062719344,1.340172324
-0.97402898,-1.584519005,-1.062719344,2.490668487
-0.97402898,-1.410825994,-1.062719344,1.43899955
-0.97402898,-1.308116905,-1.062719344,1.37319036
-0.97402898,-1.347783414,-1.062719344,1.239062691
-0.97402898,-1.480158163,-1.062719344,1.287517075
-0.97402898,-1.388896367,-1.062719344,1.26685226
-0.97402898,-1.4411092,-1.062719344,1.40157076
-0.97402898,-1.45520285,-1.062719344,1.30160233
-0.97402898,-1.575759233,-1.062719344,1.486241689
-0.97402898,-1.569837171,-1.062719344,1.296581649
-0.97402898,-1.483184302,-1.062719344,1.462201326
-0.97402898,-1.60497633,-1.062719344,1.485421873
-0.97402898,-1.507285496,-1.062719344,0.92038046
-0.97402898,-1.355885695,-1.062719344,0.986093201
-0.97402898,-1.432945527,-1.062719344,1.093946811
-0.97402898,-1.485857553,-1.062719344,1.61305478
-0.97402898,-1.604351592,-1.062719344,1.68202348
-0.97402898,-1.598503872,-1.062719344,-0.00299394
-0.97402898,-1.488619771,-1.062719344,0.978715026
-0.97402898,-1.394072681,-1.062719344,0.828589954
-0.97402898,-1.179157666,-1.062719344,0.755273127
-0.97402898,-1.215396779,-1.062719344,0.992982498
-0.97402898,-1.331098869,-1.062719344,1.136093019
-0.97402898,-1.37710447,-1.062719344,1.161198364
-0.97402898,-1.240050099,-1.062719344,1.505745395
-0.97402898,-1.2308769,-1.062719344,1.482695413
-0.97402898,-1.291662975,-1.062719344,1.636999989
-0.97402898,-1.380517114,-1.062719344,1.959250827
-0.97402898,-1.415871895,-1.062719344,1.483776093
-0.97402898,-1.528774603,-1.062719344,1.23177886
-0.97402898,-1.549923461,-1.062719344,1.419116522
-0.97402898,-1.557628854,-1.062719344,2.094836881
-0.97402898,-1.510142439,-1.062719344,2.253661283
-0.97402898,-1.371552402,-1.062719344,-1.297370677
-0.97402898,-1.291329549,-1.062719344,2.328135335
-0.97402898,-1.382768399,-1.062719344,2.292153115
-0.97402898,-1.354832622,-1.062719344,2.315248409
-0.97402898,-1.27093658,-1.062719344,2.391309012
-0.97402898,-1.372206119,-1.062719344,2.467694887
-0.97402898,-1.407893616,-1.062719344,-0.939173949
-0.97402898,-1.224950525,-1.062719344,-0.779961364
-0.97402898,-1.129523813,-1.062719344,-0.733565298
-0.97402898,-1.024446614,-1.047491679,-0.798605932
-0.97402898,-1.237813056,-1.062719344,-0.923076416
-0.97402898,-1.16659137,-1.062719344,-0.803316997
-0.97402898,-1.124825154,-1.062719344,-0.943675974
-0.97402898,-1.061396324,-1.062719344,-0.784012985
-0.97402898,-0.940828054,-1.027246123,-0.748099623
-0.97402898,-1.040924602,-1.049775827,-0.81490243
-0.97402898,-1.215335614,-1.062719344,-0.990556591
-0.97402898,-1.28791909,-1.062719344,2.364250253
-0.97402898,-1.362512,-1.062719344,-1.276324878
-0.97402898,-1.243517921,-1.062719344,2.437035479
-0.97402898,-0.989611789,-1.040814694,2.239140228
-0.97402898,-1.112548963,-1.062719344,1.8475336
-0.97402898,-1.098587118,-1.062719344,2.056582611
-0.97402898,-1.109558712,-1.062719344,2.348481836
-0.97402898,-1.150250009,-1.062719344,-1.2886419
-0.97402898,-1.22680129,-1.062719344,2.49300721
-0.97402898,-1.182001305,-1.062719344,2.448521308
-0.97402898,-1.246943928,-1.062719344,2.486946144
-0.97402898,-1.294509451,-1.062719344,-1.081865095
-0.97402898,-1.304922252,-1.062719344,-1.033009846
-0.97402898,-1.345103779,-1.062719344,-0.800084221
-0.97402898,-1.345831739,-1.062719344,-0.91230388
-0.97402898,-1.266877368,-1.062719344,-0.874198693
-0.97402898,-1.303546987,-1.062719344,-1.024587279
-0.97402898,-1.274584549,-1.062719344,-0.874890665
-0.97402898,-1.175623686,-1.062719344,-0.707881987
-0.97402898,-1.021617728,-1.04704307,-0.611739389
-0.97402898,-1.129965752,-1.062719344,-0.682002583
-0.97402898,-1.205504698,-1.062719344,-0.741080703
-0.97402898,-1.176528671,-1.062719344,-0.527410724
-0.97402898,-1.08241518,-1.062719344,-0.548943983
-0.97402898,-1.061360408,-1.062719344,-0.607668389
-0.97402898,-1.089286653,-1.062719344,-0.711422437
-0.97402898,-1.0066983,-1.044403328,-0.807443584
-0.97402898,-0.995629853,-1.042147527,-0.858079597
-0.97402898,-1.203255059,-1.062719344,-0.855176341
-0.97402898,-1.255003343,-1.062719344,-0.872033368
-0.97402898,-1.182089817,-1.062719344,-0.74542256
-0.97402898,-0.976113783,-1.037552877,-0.517797071
-0.97402898,-0.967763298,-1.035346319,-0.545911669
-0.97402898,-0.968601501,-1.03557432,-0.617915595
-0.929348638,-0.78659219,-0.956729375,-0.63484071
-0.914075608,-0.798073753,-0.963433607,-0.688787136
-0.909815408,-0.776580844,-0.950817377,-0.791697823
-0.897730639,-0.75417478,-0.937353078,-0.794143432
-0.892373748,-0.762687879,-0.942507522,-0.797999202
-0.8762333,-0.708967636,-0.909138491,-0.792991386
-0.868384237,-0.689760964,-0.896695716,-0.816062042
-0.869828931,-0.710792245,-0.910305926,-0.756185225
-0.841646135,-0.635592257,-0.860003217,-0.718778806
-0.831945304,-0.615806053,-0.84597199,-0.714888729
-0.772842497,-0.484417568,-0.743085391,-0.724597213
-0.706484679,-0.399707125,-0.666548013,-0.709678792
-0.649293855,-0.333548928,-0.601138341,-0.685645024
-0.644725829,-0.342735631,-0.609935814,-0.656949547
-0.535598698,-0.250288957,-0.509462407,-0.651373598
-0.575330247,-0.338055696,-0.60582699,-0.597572735
-0.592749087,-0.351100869,-0.618522787,-0.599039211
-0.592728882,-0.287152765,-0.551238321,-0.552225752
-0.634169049,-0.332155308,-0.599682795,-0.593980662
-0.621508404,-0.289643714,-0.553992997,-0.717098921
-0.667157355,-0.378197535,-0.645683023,-0.723351712
-0.547424407,-0.228668273,-0.4840735,-0.709104711
-0.604860719,-0.301313537,-0.566783952,-0.693722089
-0.573963596,-0.267357596,-0.529041096,-0.687619151
-0.56607043,-0.267231182,-0.528897589,-0.637022461
-0.526383417,-0.224413652,-0.478999211,-0.612322047
-0.473807407,-0.177937828,-0.42186562,-0.622086967
-0.520015685,-0.235141043,-0.491743828,-0.5853281
-0.534646468,-0.296240742,-0.561246961,-0.57605137
-0.614612168,-0.347536874,-0.614876133,-0.596282974
-0.620352292,-0.370655918,-0.638222999,-0.608765495
-0.64633206,-0.39098273,-0.658157938,-0.639934213
-0.635310346,-0.448472816,-0.711670629,-0.642889011
-0.551750415,-0.326662646,-0.593919934,-0.557862589
-0.622262893,-0.362349235,-0.629917986,-0.598143256
-0.678452357,-0.439290539,-0.703399273,-0.578395676
-0.633354107,-0.372522627,-0.640076578,-0.567882346
-0.449637354,-0.151624272,-0.388100533,-0.57689376
-0.2195744,-0.026714343,-0.212659575,-0.57599109
-0.199674474,0.015278884,-0.147477479,-0.517711221
-0.228203632,0.039438406,-0.108933149,-0.494183526
-0.339367097,-0.08741063,-0.301171331,-0.509542926
-0.444316502,-0.212539797,-0.464700703,-0.571427975
-0.365924194,-0.087896655,-0.30185441,-0.653254512
-0.290821655,-0.038206573,-0.229919937,-0.546329587
-0.252272471,-0.027063628,-0.21318774,-0.501109719
-0.173187884,0.126995778,0.03832189,-0.476483543
-0.198961708,0.14507471,0.070123497,-0.481344501
-0.429524732,-0.140301691,-0.373246784,-0.46512491
-0.479479719,-0.235269499,-0.491895449,-0.466590091
-0.445578844,-0.155885587,-0.393639772,-0.524510866
-0.829106781,-0.681620412,-0.891335321,-0.654466717
-0.660207816,-0.463393889,-0.724895514,-0.576592034
-0.4782035,-0.240652429,-0.498228037,-0.520109739
-0.455717898,-0.144254574,-0.378454951,-0.494979149
-0.404626208,-0.063978614,-0.267764683,-0.492412492
-0.323594359,0.030242625,-0.123689064,-0.498019715
-0.359231769,-0.000788087,-0.172817075,-0.49796793
-0.411863567,-0.080792949,-0.291831136,-0.48997813
-0.435497921,-0.08062103,-0.291587506,-0.505976826
-0.411449006,-0.06943224,-0.275623616,-0.495017906
-0.317339842,0.041445033,-0.105694192,-0.495931662
-0.253283442,0.100809885,-0.006933993,-0.491344758
